text,label,source
"Campaign finance reform is “dead” says sponsor - New Mexico In Depth. <a href=""https://news.google.com/rss/articles/CBMifEFVX3lxTFBXN25jMEt1YU9YTGlQem9leDZQTG5MaEkzVV94VkRMTDZja01kaVVTcGE4cGtBc1ZvczF0bnhxNlpwSWNZQzR2Sno5MkZVWnlpc0s4Mmg5X0RZbVFQcTNqd3lJRWp3bE9XTHAyOVJVLWdSOGpuU2dReUM1TWI?oc=5"" target=""_blank"">Campaign finance reform is “dead” says sponsor</a>&nbsp;&nbsp;<font color=""#6f6f6f"">New Mexico In Depth</font>",neutral,Google News
"Carney Taps Champagne as Finance Minister in Trade War Strategy - Bloomberg. <a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxOZ2kyUmdqUHBBZzZvSkV3QV9NcHhJcUN0Z1FhTWxJTksyektESHpqNTNYSE9tZEtlS2tOTFVWUFpsVEcxU0hRcWwxQVJhcXJuOVQ5aUpibHg1c3BSODVWc3lCaXByMUZ3ak1tVDZnMWJ4d3FQVG9zUjZDNWw5V3NNWHRsUnFfVHg1NGNDUHpzSkR4ek9vbzZUUFgwT1NKRC14c1c4?oc=5"" target=""_blank"">Carney Taps Champagne as Finance Minister in Trade War Strategy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",neutral,Google News
"Reauthorizing the U.S. Development Finance Corporation - House Foreign Affairs Committee. <a href=""https://news.google.com/rss/articles/CBMimwFBVV95cUxNMWpqSENFRmxwUVVlaDBWWm9aNzVTSlNLYU9zd3pwRHgzeFNFQkhWMThLRTlWSHZXQTlJQTJ3WDc2bU54aHFLbmViWC05V2hLamVRN1NFRnY5RUxVUTlLeXh4cjdULUpiUVJ4S3N0OHFUbGxsZmVaeFF0MjA2V183R09mdHRfY3l6NWwtRE9BcHRLY2VJdHJscW1YVQ?oc=5"" target=""_blank"">Reauthorizing the U.S. Development Finance Corporation</a>&nbsp;&nbsp;<font color=""#6f6f6f"">House Foreign Affairs Committee</font>",neutral,Google News
"Australia's Westpac settles auto finance class action lawsuit for $81 million - Reuters. <a href=""https://news.google.com/rss/articles/CBMi0wFBVV95cUxNVFBGQnF1V0hJcldSR0pfZVJkUlJuSzdYRjhyMVAyWFhlNDZEdUhIbFRqSFVEOUpfT1JIUmpLQWFzZ2Z3bjFVSS1fdnE5eDRYcWJESElJUjhGNVl4OU9uZGJfbWRpVHU0T2p3VVpfTW1FYmdudm1tdDI0aUxoUDEybVZaOHNFb1gxZld5cmQzQXhvX2JhZlpGNV9UVUZRRHFwTllpYmtqR3UwQ2c0a0Mya0x3NVdpSDJ5alRQRmNkQVZMTWNrMzEtYmJxWURGMDVYbGVn?oc=5"" target=""_blank"">Australia's Westpac settles auto finance class action lawsuit for $81 million</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",neutral,Google News
"Jersey finance head wins Woman of the Year award - Yahoo Canada Finance. <a href=""https://news.google.com/rss/articles/CBMihgFBVV95cUxPWDB1LURIWE5EbmhsWFVnODlmcjhtQjN0ZmtXQ2lIZy1TakJsaWdiSHg5Smw5cERCYUJnZ3Bha1l2Q1Q5aFJBWUZjWHVCeHZvZDdZMnRzUDI4T3dqc1F2VnJLWlV5V0JibTZFLWlhaWV2NzctZG9aT0FKSHd6RGloM20xWXdWQQ?oc=5"" target=""_blank"">Jersey finance head wins Woman of the Year award</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Canada Finance</font>",neutral,Google News
"Canada innovation minister Champagne to move to finance ministry, CBC says - Reuters Canada. <a href=""https://news.google.com/rss/articles/CBMiugFBVV95cUxPRzBTTEgyWUZoLVo0OEF5cFFuNzl1WGNPcHo0MWE4ejJhc1VfSUdBRXZySVRNVVQ4LVV5MExfcVJNQ0ZlYWdsblZEMWNBaFBxTVF6UmtLTWgwdXIzc2RjVTNkcEdEZ0h0ZkJJM0xkblVZRHh3T2NXYnNOYVVYeG9SaC1EeHhkc2xiWWI2WWFheU1lYW1xZ0dyNVFyZU5NME5RQktHVm1yaU8yQ2hGUk5uaHFTaGxVLUd0LXc?oc=5"" target=""_blank"">Canada innovation minister Champagne to move to finance ministry, CBC says</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters Canada</font>",neutral,Google News
"Financing Firm Growth: The Role of Capital Markets in Low- and Middle-Income Countries - International Finance Corporation (IFC). <a href=""https://news.google.com/rss/articles/CBMidEFVX3lxTE1sSFc3d2hKSlRfM3BIMjBZV3NDQnhDZU94R1dWNkdXNld6b1lON0hpMTVKV2hHdWZ5dUZNV2dodldYQUpCZ0xVUk5Qdy1Ta3JJYkF1SmM5R2txazRYRDM3bDhpc19Cb3lNSi00MFRZX0xUVDJF?oc=5"" target=""_blank"">Financing Firm Growth: The Role of Capital Markets in Low- and Middle-Income Countries</a>&nbsp;&nbsp;<font color=""#6f6f6f"">International Finance Corporation (IFC)</font>",neutral,Google News
"TPG RE Finance Trust, Inc. Declares Cash Dividend on Common Stock - Business Wire. <a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOU0R3dm5vOTJyc2dTd1ppWTR0UlhNek9ZUVktV2xiQjRZY0ZkUWZ4V21RbVpOdXNJeGFVLU53MG91WXhnYXFDSy1sZ1pJOWttNEF2eVJqaTAwMmoyTkZSVjhiUHVqRFNZOTB3cVRZYTBIbHZpUUlFaEx1ZWduM1hJdVVhZVYtbkdsZnpxd0xKMWJla2ZHc2pONUg2cGlkVjN0eFloMjlURkVqTk1fLVhVaWpLZUliYTV0VlpyUk5B?oc=5"" target=""_blank"">TPG RE Finance Trust, Inc. Declares Cash Dividend on Common Stock</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Wire</font>",neutral,Google News
"Finance Committee Advances Deputy Treasury Secretary Nominee - Senator Mike Crapo. <a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxOS0NINEtTWUZHczZLeEt6SUdhRTItMHFDZk8xc29aSGZxeFNReUxhUS12RDVhWmpaUHpVa3JleVEwZ2JjRWFrZEwwZmxNYWwzQmFjMWhNdF9uSlhRd3BPbkh4ekllNzhMQXRfMUxiVkpzVWZzb3VfZU1JTGRnbHlvWEhaQVYyWExZWFdGSTU2NkVhU0tHUXh5NTVvSUxGMW1SRE12d1hoUWpQcWt3?oc=5"" target=""_blank"">Finance Committee Advances Deputy Treasury Secretary Nominee</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Senator Mike Crapo</font>",neutral,Google News
"Financial Leaders: How AI Transforms Compliance and Risk Management - PYMNTS.com. <a href=""https://news.google.com/rss/articles/CBMitwFBVV95cUxNVmk2NVlHMlNaRFNtYUlBZVlBZ0ZOZGlEZUtZaVBnNTB5eS1FUk1KM19CcFUwV05KMl90cWRDY1RsNHRVMVZnZC1JSks0dnhXQldKdDh1SUc3Q1huWUFsbmFYQ0p6Q184ekNvU2hHbkQ1X3FsRnFLQlVyUG02SjlJMlFMUUpPUjFJallETVJkLVRLd3VFdEt2Rkd1Q09fVF9HcTFTdTVtWkpNMG1oc0t1RUNKZ0F5ZXM?oc=5"" target=""_blank"">Financial Leaders: How AI Transforms Compliance and Risk Management</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PYMNTS.com</font>",neutral,Google News
"4 keys to the future of public finance with Microsoft 365 Copilot for Finance - Microsoft. <a href=""https://news.google.com/rss/articles/CBMi3wFBVV95cUxPcGNROEhSZnZiOHJYVmppVElQUmRSQ2lqVnRTQzdiZjZxOFRkNmhGTVpXRW90YnJZQnp2MUg2bG5FZGpOTjFQYS1Na29LU3FkMDZtbzRBSERqOXZpellOSTNST09Eb3VqT3ktR0FjcWgzTHB3aGtLLVBnSUswWU01aEZ3eDFhbHdoTGNzeEN2SUxhQVg2cDI5djVWODEyc1ZjNGVoTWlEMkctWmtuN1pWTEI0MDdObkp2aGVvVVo0MkhsM0JmMHVoQkNkaGxVTF9oVUlGSkhXaG5Fc3ZJa1Rr?oc=5"" target=""_blank"">4 keys to the future of public finance with Microsoft 365 Copilot for Finance</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Microsoft</font>",neutral,Google News
"Stock market today: S&P 500 enters correction, Dow sinks 500 points amid Trump's latest tariff threats - Yahoo Finance. <a href=""https://news.google.com/rss/articles/CBMi4wFBVV95cUxORDZDeTVMb3ZkQkozeE9DRjQ2U3c1bDlxZU1keUdad0N5MjZzTVVnNDlxYmRPWjNxQkJnbnlSaXhHYnpCMnE5M0hHNTNkalRBUEQ3WG5FWi1wUjZuUzlBWk8xT1NLT3k2djdFSXZjdVNZMnhKN1hPQUszZ0ltVDd5MjUwYUxWWlR3a1d6ajQ4ekJYZ1hudlJVNmtjdFpNVmNnUTQ1RE1RM09Qdk1kTERDMHd2Ums1eXpfUmlUdXo5WEFFMTRNV1oybmpnalpiWWs2VnVhdEFfODZ3Y1VNZnpXdlFtTQ?oc=5"" target=""_blank"">Stock market today: S&amp;P 500 enters correction, Dow sinks 500 points amid Trump's latest tariff threats</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",neutral,Google News
"Ponce Financial Group Full Year 2024 Earnings: EPS: US$0.46 (vs US$0.15 in FY 2023) - Yahoo Finance. <a href=""https://news.google.com/rss/articles/CBMigwFBVV95cUxPaDA4d0dWaXdCaWNpWlRqZHhNSW5EYXhmbHRxaXpWdW5SejBabXF4VnVlX3lNVUJEdHZjdVk2TnMtOGZpcnBSLU8wNUJMMUt3WV9VdjFNYmVxTkRCUXF3dkMyV3BOYkdVbmtBcGRyZXlVczBaZjlsbG5hUmQ5UmpsOEpfTQ?oc=5"" target=""_blank"">Ponce Financial Group Full Year 2024 Earnings: EPS: US$0.46 (vs US$0.15 in FY 2023)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",neutral,Google News
"Finance Director Urges Public to Attend Meeting on School Aid at UMass on March 24 - Amherst Indy. <a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxNaXRxNkhCUHhIUE9uakI3ck8tNFN5MXphanRpYzFtam93aVgwQnZoUWZrX3dnVjRQM0djaUI0dTRkOWpHVWY3d1FCYlU1bEtWMzlwVTlDRnlIZHItWHFHdkhhZnc3Mkd1QW5tbTV6b1lmZEVpbjgyRzZMcmVacEV5dHdocjc1bXg4bEtuZ3hERHlqbnZXc0NqWEVkemFkYVAwNFF1UC1IMTJLaWFFdVVHNHl1SUR1dGZ4SE02TWcwdw?oc=5"" target=""_blank"">Finance Director Urges Public to Attend Meeting on School Aid at UMass on March 24</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Amherst Indy</font>",neutral,Google News
"Escalation With Panama Exposes Finance Firms’ Role in US Rivalry With China - Truthout. <a href=""https://news.google.com/rss/articles/CBMiqAFBVV95cUxNZHR0eFdZbFVNNlF6bHF4SzJ1a1U4b0w2TzVmcnNaenR0VTBkRXFCUy1UM2kwOVVmZVN4UlpPV3lPc0xNY3BmaVA5bUlqVWZiaUdEQi1QVzdkRlJjR3BhZlNlVEpKU1FTZU90REQ5LWRteEhDbXlHZ0tPWTNheTNVV010aXpsOVhiZEpZRm80cFRiby1wcW5mTDhkVU92OGZOWXRfeWd3VGE?oc=5"" target=""_blank"">Escalation With Panama Exposes Finance Firms’ Role in US Rivalry With China</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Truthout</font>",neutral,Google News
"Bond-voyage: Experts Dish on Public Finance - Arkansas Money & Politics. <a href=""https://news.google.com/rss/articles/CBMiZEFVX3lxTE56bVVsc1E3a2kzZ19CMk4tSXdBbFZ2N0JXMzlIWG9WU2pscFNBTFFOWkl2bHRNb2hEMjRkTU10WDZyZ3pCVnZ6YWNkUWxMZk45UURFT0FPbkdxV1B0NjlmM3BjWF8?oc=5"" target=""_blank"">Bond-voyage: Experts Dish on Public Finance</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Arkansas Money & Politics</font>",neutral,Google News
"Investors in Security National Financial (NASDAQ:SNFC.A) have seen splendid returns of 248% over the past five years - Yahoo Finance. <a href=""https://news.google.com/rss/articles/CBMilAFBVV95cUxOUS1BWF9iMVMzQ2pCcjF5emtzUERyYkEtckladTJpYmRPV05yaE9laFJGUmVTckQ0X1FGNnZtdlQ2TGVFNnVJVEFDeUJjZHdxdEtZd0kzQUF1alhYTXlUY21ZRWdzM1hXNjdyX2lDWHNjS1lQSkNUZVVBa3N3VzNLWWNWZ2VRd21LS2ZBQlBOeXR1dTVP?oc=5"" target=""_blank"">Investors in Security National Financial (NASDAQ:SNFC.A) have seen splendid returns of 248% over the past five years</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",neutral,Google News
"First Financial Independent Director Acquires 9.1% More Stock - Yahoo Finance. <a href=""https://news.google.com/rss/articles/CBMilgFBVV95cUxQdG9ZVkFhQVYyNTA1enplRmtZY3hOQlVxdW9rZEJIb2JqRmpvVkRpdGl5eHVkWC1oUDdjWTV4YUgwX2FJWjdjQnJWM2gxN1lmRWVkQlBQQWlUQjhmNUNYX3BYeWt0aHNHbUg3VTA0MDN0NF9pVDEzWkxYVTdZU1ZNaVlBaVV0WXE3Q3EzclRkWEVYcU5EQ3c?oc=5"" target=""_blank"">First Financial Independent Director Acquires 9.1% More Stock</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",neutral,Google News
"French finance minister calls Trump's trade war 'idiotic', plans US trip - FRANCE 24 English. <a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxPakx1Mm9pckIyOHpzZi1sTlFmWVN2ZTdiaHR2bnJsTzVyb1NxTncweTlnMXRUT0ZtWU9VN3FOaklqRzJ3TWpBN084RENpdUVUcEtpY2QxY3R3QWFpOGdwWGt5dzNjUGdmS09qWnIxRHo4OXdWdVF3MmdwVWJCZ0ViRHBoV2UwRC0xRlJGQndHY0h1UENxak5HODVzbDFXc2RUYl9SbFlqT3JrYWg5?oc=5"" target=""_blank"">French finance minister calls Trump's trade war 'idiotic', plans US trip</a>&nbsp;&nbsp;<font color=""#6f6f6f"">FRANCE 24 English</font>",neutral,Google News
"11 Investigates EXCLUSIVE: Mayor responds to city finance investigation, defends DA comment - WPXI Pittsburgh. <a href=""https://news.google.com/rss/articles/CBMi3wFBVV95cUxPOXBOcHJXTjZGdnVHUVZyOFl6WE41cWNZVThnTDZrbTdKRU5JS3AwWkxiYmFrSnE4MmlhUDJzRXlQdkRpeGl3WXBPNXBNQm9veGtxckxPb2pScjJVdGdfeWF6N2VsS3lQamlPcE0tYmw3YVJBb1VsdV9uQnF3QUhjZS1lQVBmdHY3MWdxeU9EbkpZa1lyNWRRWVd1a3U2Tlk5Y1N3SVdTSGIwOUozNjhGZ1NWZ1oydHhOY1hoNkdrT2VIdlBTU1hCVXJUbG5tY2NtLU9vVC1sSnJIZUdDQVlv0gHzAUFVX3lxTE1kblVCbmsyMHFiRXhZQmZ3REpkYjB3Q2pFNVIxRllFSnhVdUszQVU3OVlhQ1RscWs2VG1oUVNsVUpQdGZERUVSVXdjNWhpQ29zZ2hIclFWaXlNRTZFUUdaWGhlcHNFanhMcy0yR0VtRHhQaUVsOENWYUluUmNzYS1zZ0s1NmdNN2F5SnZvRnBHaWpZZ2tJWHhKRzdPMU5nSjFGc2xkUy01TlZWelZMcFp1QmhmZk9iUXl5YUIyblhFZmhteGFiYkV3eWZiOGxkMlFfVk1VS1p4NmNLR1FaNzU1WVhXdlJMdGRmTGZ4NmhmNzlFSQ?oc=5"" target=""_blank"">11 Investigates EXCLUSIVE: Mayor responds to city finance investigation, defends DA comment</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WPXI Pittsburgh</font>",neutral,Google News
"What's the number one way Americans are becoming millionaires​? - Yahoo Finance. <a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxPWHhyYnV6NnlKbGJiRG92QXM3b1lpTlI5N25aRkdPejZrTm1mT1ViZ2hOeEZTR0U2LUhUWWdURUlpTXNJTmdRVmNDSEJEWnNnSC1pT3hMZ000aUZ0YkJ5akwtd1ZTMTdULTRybXZaWUVHYk5tQWdfeWVLcUlOd2JEZC1OX2RTUVVWNHdzV1JIU1IwSV8wM0VVWktPSGhCVXVyNWVxZ0toRE9KejRNQ1pBZzFRUG16Q3c1T0twOENtOUI3MnY0NFhF?oc=5"" target=""_blank"">What's the number one way Americans are becoming millionaires​?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",neutral,Google News
"Iowa financial advisor ordered to repay investors $2.3 million - Iowa Capital Dispatch. <a href=""https://news.google.com/rss/articles/CBMiqAFBVV95cUxQOVVTVDZuRGNJWU9xaGVsYlI4UFBqTGp2S0E5Tm9JRENPUlYzNndxcHVoOVU3RTlkRkpUSlZJRjNkSVJoaG9xY0E0OVpzbXpLa0Jmb1M4Mk5OZGR3YXNKU3hIZjdBWEE1eGU1eE5fS3cwQjRBWTJ6SW1INDJUWHFWb1dxVzd2b1JBYnRYY0djcjFoWWhBdHB5eWFjUWRyNXM2TGI2NjZBbjM?oc=5"" target=""_blank"">Iowa financial advisor ordered to repay investors $2.3 million</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Iowa Capital Dispatch</font>",neutral,Google News
"Changing investment priorities and risk assessment in European solar finance - PV Tech. <a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxPeFJRVldWcVBDdGFPV0hhVGNNUm1nWWM5SUpSVkhlbk9JYmJCdnFFNEtYa2RYSTlSREhwcm1SZ05ZYjNrUEtvNkYtZEdTRS1vT3ZESURSU0Vxb1dhdjNGXzFHUm4tZks1VUp6eDZIZENRenpLYV9CRlpIYVVtLUhWQlZYMndWYUZMbmhLeGk3VGxxc29jbHBWWnN0Ry1ZTHFBbXhz?oc=5"" target=""_blank"">Changing investment priorities and risk assessment in European solar finance</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PV Tech</font>",neutral,Google News
"Retired bank president joins First National as finance chief - American Banker. <a href=""https://news.google.com/rss/articles/CBMiqAFBVV95cUxQRkxNdVA2ejlEdmRqTlozY1B6c1hBNHFfQUxqUlRveER4dDAxam9Jc2QwdC03TG1Cb1pFWEdjTmtUMjk0eVRvRzFoVm45OUFLenpCcEZLX1NuZXp6OHFiNFRBdk00NEZQMXB2SVhWUGNRcmlXQy13WEZoZDQ4OGVVTGxaX0RHRjRIWjFLTng1Y1JxLWdhYXhjSlVYTGh5ZmRHeWFXLTVxZVY?oc=5"" target=""_blank"">Retired bank president joins First National as finance chief</a>&nbsp;&nbsp;<font color=""#6f6f6f"">American Banker</font>",neutral,Google News
"NexPoint Real Estate Finance Annual Meeting Goes Virtual: Key Dates Revealed for Stockholders - StockTitan. <a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxOeW1LNFRIZWUycy1lc0d1WXQ5V2xTWkMtSHpjUXd3UWxrTVZGNkU1S0dYbGUyeTZldTNNanBtdmdFbDJnME0tMmdaeVh0SE5ZVzllMEVNUTZjNjB3NzVVNWdwbVNEVmRUVXZqRVlKUm9DOTl2VVl3RktFOE4wcWt3U0lEQUtwSF9uLXd6OU5IQWNqZ1VFN2lCMl84c3drSUVKX0ZLdGI0LW5MQURWVW1lQThPSFZGQjl4UmRyakRHbw?oc=5"" target=""_blank"">NexPoint Real Estate Finance Annual Meeting Goes Virtual: Key Dates Revealed for Stockholders</a>&nbsp;&nbsp;<font color=""#6f6f6f"">StockTitan</font>",neutral,Google News
"Too early to discuss unblocking foreign funds in Russia, finance ministry says - Reuters.com. <a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxOTEtIb3lhMkNfZnV0WG9zVnhkLVpSYjhzWHIxWjl3djFaWHRCdU80RllrcmhscWpFcUk5NXhYczYyeXRrR2tZSW1JVWVDbTZDcmxlVXVCYkQ2bl9RQm1Md1A4Nk81S3JjWXB2d3ZPZFpDSFkxeTBNOElzX012VC1VeGFJQzk4N1FKaFFHWkhjVXBRS1FBTTNkOVRPRE5RVllYZ0lOemJPNVN3MHFubERYY2Rib3VsRTBSSnMyQQ?oc=5"" target=""_blank"">Too early to discuss unblocking foreign funds in Russia, finance ministry says</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters.com</font>",neutral,Google News
"Iowa Finance Authority - Economic Development .... <a href=""https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5PWC1QS0EwVEkxTGJWSlVTNmRrdkI4UHF2b2hibHB5enFxa0FNZjhuNjExU3pINnVKWWlhWDdudE1zek5nZEdYdExwYndUcDZZRkdyNUpMN3JKaXB4QndqNVU3RTdZYXc?oc=5"" target=""_blank"">Iowa Finance Authority</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Economic Development ...</font>",neutral,Google News
"Senate Finance Republicans to huddle with Trump on taxes - POLITICO. <a href=""https://news.google.com/rss/articles/CBMiqAFBVV95cUxPWk9vanhDWTdLdW1GU2xHX1NPZHY3UU5xMG82cWtQUHJNSVZYUGM4aWZfQzZ3Nk8zdnFKTUI5Z0FxOVZmZnAwSmRoVlR2THd0YmVPSjZjQlBaeTVBc2FvVjVNaG90SDBuaExxMVdWQWsxTWZNUEZfOXB2MzdyeXA4cnlfQkkwRF9VSUJkMVVVa1lxSkYyTExOMlFyMjM5RkdwMndGOW9Zb2U?oc=5"" target=""_blank"">Senate Finance Republicans to huddle with Trump on taxes</a>&nbsp;&nbsp;<font color=""#6f6f6f"">POLITICO</font>",neutral,Google News
"Trends & Strategies Shaping the $2.58 Trillion Sustainable - GlobeNewswire. <a href=""https://news.google.com/rss/articles/CBMi3gJBVV95cUxOMFItN2MzRWZucXhkV0d6aF93d3dQUVZJZU1TOHlEODNQemg4dG9pdkN0N3NpbVRrUjVweFhwMzIySEFCSEtKNEF4ZjEyVWR0WHpFSHIxUUg0RUJtR2Mtb2FzV1UwY1VfdkpUNmllRER0dEpXQjhwdHc3MEFoTEg1UktGdFZkUDFDbV9yVHRmOHAtTmdtZmtiRUhaNHlRdE1DSE1GOEdZcFJvS0dfUUV3TmVDNVdGUzFlTXVTZzFXeV95MXBZbDlQeEFhQzk2LTd2SHVjLVJwaGtJMzFzTEJxSjh3X2pHd2VGVW9FTzhtSGJDNWJuLTI5ckdWSW1icFpiZzRpSzJ2WG5FV1hYVml5bjJvZkJRYi1QMVQ1blVTSFphOTM3YWJvdHNRZWxEaHgtV3p3UzdBSXdCdk13OS1GNlNVcVo0aXQxdkRLMkNWMjBzaW9ySWdIdURHWnl2UQ?oc=5"" target=""_blank"">Trends & Strategies Shaping the $2.58 Trillion Sustainable</a>&nbsp;&nbsp;<font color=""#6f6f6f"">GlobeNewswire</font>",neutral,Google News
"Greek PM names new finance, transport ministers after mass protests - Reuters. <a href=""https://news.google.com/rss/articles/CBMiqAFBVV95cUxOTkU4YjV5aE05bElvd2ZMdEdnWElMOUVDZFl5OGVGcU9HN21UbE5xWXVNamI1V2VWN3N0YTlxV3pHdms3bGJSNFZWSGtnZ2w3anhhNDZNTE5xZ1VnOVR4cVhaU2dEb0hINC1iQ0ZnOExsTzBaLTZoVXpvd3RuNVJKSHdySW9GMHp0YVRSX1ktQzZCUWdwR1dEcUNjaE01d3VRU2NlWnZQay0?oc=5"" target=""_blank"">Greek PM names new finance, transport ministers after mass protests</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",neutral,Google News
"Financial Services Roundup: Market Talk - The Wall Street Journal. <a href=""https://news.google.com/rss/articles/CBMiiwFBVV95cUxQeGhJVFNpVGhZa0dFUXhCcXdwa1lkUnZDYldqTnhkSE51MTdHeElhLW9FVHhDa0VGSFNiUUh2Xzd1WUxtQkxRaEZwTGc4RkF1SUowWHRYLWJoOUpZR3p1UmFNZ2NZU1JQX0dTaV9GU0hLOXJwbWdmQ2FhbGpVekNxYmpkYlNieFI0RVRV?oc=5"" target=""_blank"">Financial Services Roundup: Market Talk</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Wall Street Journal</font>",neutral,Google News
"Agenda: District 158 Personnel and Finance Committee Meeting- 3/18/25 - The Lansing Journal. <a href=""https://news.google.com/rss/articles/CBMirgFBVV95cUxNaXZBam5admNJRFhJYjNaTGRWNkdFZ1JSaGlMV3plWFVrQlFUMm9DRzhqeE5vYVZTeFZLTzhvZnFSZ1NJSkJQaFZaRmJqUDNMSkFMVWtoZjY3aHZmS21YQnhZYkg0enFVQmY0RHRkcHRCNjlSS1lqX2V0RlJ1QUYzTndHejNpYXlDeWkzNnVoRFBzSkJHcnV4cjlmSnZZN29TTkVueU54OGdTLS1nbnc?oc=5"" target=""_blank"">Agenda: District 158 Personnel and Finance Committee Meeting- 3/18/25</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Lansing Journal</font>",neutral,Google News
"Oklahoma Ethics Commission pursuing Ryan Walters for campaign finance violations - Oklahoma Voice. <a href=""https://news.google.com/rss/articles/CBMitAFBVV95cUxOZ3g3Y0N4QU4zandPRnpFMjBNSjh1eVFsWHRNTXpYTlZ0cXpnRE5xaTA3VWtScHp4amtoMmxYNC1YdExrUGpQTi0yVi1IaWU4RHk0QTYwak9wdXFGNThqQ2Z3bE5Xb0JBQzdEa2hLMWVGS3R3WHNsWm9kWmxWVGVMQzdhb2ZUb3BBa1d0TmdqNmVIX2FBM3d1X2NlU0xtdXNYOGFhZ3F0eTlSMkNkaGFvd19PM0I?oc=5"" target=""_blank"">Oklahoma Ethics Commission pursuing Ryan Walters for campaign finance violations</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Oklahoma Voice</font>",neutral,Google News
"BlackLine Announces 2024 Partner Award Winners, Recognizing Excellence in Digital Finance Transformation - CPAPracticeAdvisor.com. <a href=""https://news.google.com/rss/articles/CBMi7gFBVV95cUxNLVdwbjNnUmdPb0p4THpGeFJNRmJVSFJ5Rkx1OHh1NmZ5UWsyLTIweW13ZFNjYUJHdThpYTV0S19XSWp3RHNpeXNIV1lQVlFsVVZnbXcxTWhtMDRqamlCcXVpN0VEa1R3cFV0NEU0SzlreGJISGE2bGNadzBmYXRndVNKaVBId0RtUDNBUkczRFo2cGFqV2luMVkwWGJ5czQ3eV9FSlZMY01NRkdTSTR3T21rOGV5MTlCZ29aeFFsYnV5N2Jyai1JNGVSVG5FdDlFMGJtRGFvUEpnbGlRa2Z5WU5jZE1ybnlCT0dkQ2tn?oc=5"" target=""_blank"">BlackLine Announces 2024 Partner Award Winners, Recognizing Excellence in Digital Finance Transformation</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CPAPracticeAdvisor.com</font>",neutral,Google News
"NexPoint Real Estate Finance, Inc. Announces Record Date and Date of 2025 Annual Meeting of Stockholders - PR Newswire. <a href=""https://news.google.com/rss/articles/CBMi7wFBVV95cUxOUWxkSHI5bHpraWRocmkwaDJCNm9uNlFCSGt4RUhxUHZ4MFlyWXlUd0xNRHVsQ2NrSmJHV0tHNVNmZVlQX094RXBSdlY4VTdxM1FVdGJmcEZ2aml2QVptOC1laXpVRHhXblRGZ3E5aFpOdFJBdnJ5XzhLUHctN01qcDNrbW83MXREYWFNZTFkdHJLQV85Z0pXSlFlR3RIZXJKY3dnVmxEbUpvTTB4YXYtMmYwQzdiTUx2YWJTemYzYUhrVGg0WXBSMU9wd2VTWUdoVzlHVkVvZXUtbnJ3SjRHc1hXY1BEeWNmS0oyc0t5aw?oc=5"" target=""_blank"">NexPoint Real Estate Finance, Inc. Announces Record Date and Date of 2025 Annual Meeting of Stockholders</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PR Newswire</font>",neutral,Google News
